id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
31448,US,"This is rich, almost unctuous, in terms of mouthfeel. That roundness, coupled with the bright golden hue, suggest that this wine may have been barrel aged. Some aromatic traces of talcum powder remain, drifting above chunky fruit flavors of pineapple and peach. The finish is full bodied and lightly toasty.",Oak Ridge Vineyard,88,18.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Brooks 2015 Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (OR)),Gewürztraminer,Brooks
31452,France,"Freshly cut yellow plum and juicy yellow pears represent the chief flavors. They are boosted on the juicy palate by a generous dosage. This is all about easy, exuberant and frothy fruit which is totally encompassing and lasting.",Clérostein,88,15.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Cleebourg NV Clérostein Pinot Gris (Alsace),Pinot Gris,Cave de Cleebourg
31454,US,"While this is 100% varietal and entirely fermented in stainless steel, it opens with a vibrant note of green apple. That apple quality gives way on the palate to light grassy peach and nectarine, finishing crisp and clean.",Limited Release Estate Grown,88,35.0,California,St. Helena,Napa,Virginie Boone,@vboone,Charles Krug 2015 Limited Release Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,Charles Krug
31450,Italy,"Red berry, citrus and a floral note lead the nose on this racy sparkler. The vibrant palate shows sour cherry, tangerine and pastry cream alongside refreshing acidity and a vivacious perlage. A walnut note closes the finish.",Cuvée Prestige Rosé Metodo Classico,88,60.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ca' del Bosco NV Cuvée Prestige Rosé Metodo Classico Sparkling (Franciacorta),Sparkling Blend,Ca' del Bosco
31491,US,"After a faulty first bottle of this wine, the second was a revelation: sexy, polished and lushly endowed with a mix of orange, apple, pear and apricot flavors. Its texture, length and definition are truly impressive.",Gravel Road,92,40.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Roco 2015 Gravel Road Chardonnay (Willamette Valley),Chardonnay,Roco
31449,France,"This nonvintage Champagne is dry, with considerable crispness and minerality. It has been blended to be drunk young and fruity. The aftertaste highlights white fruit and pink grapefruit.",Première Cuvée Extra Brut,88,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Bruno Paillard NV Première Cuvée Extra Brut  (Champagne),Champagne Blend,Bruno Paillard
31451,US,"Almost as deep in color as a red, this wine smells fresh and plummy, with lots of fruit flavor and good concentration. It's appealing in its richness.",Gioia,88,26.0,California,California,California Other,Jim Gordon,@gordone_cellars,Castello di Amorosa 2015 Gioia Rosato (California),Rosato,Castello di Amorosa
31459,France,"This is a finely structured wine with the right amount of fruit. With black-currant flavors and plenty of the acidity that is typical of the year, the wine is perfumed, refreshing and likely to develop quickly. Drink starting from 2017.",Cuvée Gallus,88,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la France 2014 Cuvée Gallus  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château la France
31464,US,"Coming from a singular vineyard along the Mendocino coast, this wine has smoky savory flavors that complement the just-ripe fruit flavors and give a truly maverick but easy-to-enjoy personality. It is medium bodied, velvet textured, and has good structure, fine-grained tannins and enough concentration for a lingering finish.",Oppenlander Vineyard,93,45.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Waits-Mast 2014 Oppenlander Vineyard Pinot Noir (Mendocino County),Pinot Noir,Waits-Mast
31465,US,"From the last remaining block of a vineyard planted in 1968 by Oregon pioneer Dick Erath that's yielding less than 1.5 tons per acre, this is loaded with rose petal and cherry blossom aromas. Delicate and graceful, it offers subtle raspberry, blackberry and cherry fruit. The finish is exceptional, long and complex, with hints of coffee and caramel. Give this wine your full attention and enjoy how long it lingers.",Chehalem Mountain Vineyard Block B3 Old Vines,93,50.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Aberrant Cellars 2014 Chehalem Mountain Vineyard Block B3 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,Aberrant Cellars
31467,France,"The abbey of Marmoutier was founded in the 4th century by Saint Martin. The walled vineyard is owned by the city of Tours, across the Loire from Vouvray. The wine is off dry, ripe with pear and honey and deliciously balanced with the acidity. It is young and will repay aging, so drink from 2020.",Abbaye de Marmoutier Clos du Rougemont,93,26.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vigneau-Chevreau 2015 Abbaye de Marmoutier Clos du Rougemont  (Vouvray),Chenin Blanc,Domaine Vigneau-Chevreau
31470,US,"This delicious, reserve-level effort keeps the alcohol low without sacrificing power, weight or depth of flavor. Barrel-fermented and aged sur lie, it's a full-bodied wine with scents and flavors of ripe stone fruit, buttered toast and caramel. Decant and drink now or cellar for a few years.",Lux,93,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Fullerton 2015 Lux Chardonnay (Willamette Valley),Chardonnay,Fullerton
31474,US,"Voluptuous and expansive in texture, this wine offers a wealth of honey-apple and margarita-lime flavor accented by a streak of stone. The richness is balanced by juicy acidity that lifts the experience all along to the finish.",Lavan,92,38.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Covenant 2014 Lavan Chardonnay (Sonoma Mountain),Chardonnay,Covenant
31478,France,"This is still a young wine. It has a serious tight mineral texture and intense acidity. There is a strong spicy element and a richness that comes straight from the deep soil of the vineyard. This important wine needs to age, so drink from 2019.",Le Grand Rochoy,92,40.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Laporte 2015 Le Grand Rochoy  (Sancerre),Sauvignon Blanc,Domaine Laporte
31447,US,A bright copper color and tangy flavors like peach and apricot make this light-bodied wine refreshing and fun. It has a crisp feel and clean finish.,Dry,88,16.0,California,Tuolumne County,Sierra Foothills,Jim Gordon,@gordone_cellars,Boyle MacDonald 2015 Dry Rosé (Tuolumne County),Rosé,Boyle MacDonald
31463,US,"Exotic aromas of cranberry, plum, sandalwood, myrrh and lavender makes for an elegant entry to this bottling by the winemaking team of Steve Fennell and Laura Roach. Layered flavors of tart cherry and pomegranate are laced throughout by dried herbs, while the tannic structure is firm but not obtrusive. Drink 2018–2034.",La Rinconada Vineyard Estate Grown,93,70.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sanford 2014 La Rinconada Vineyard Estate Grown Pinot Noir (Sta. Rita Hills),Pinot Noir,Sanford
31466,France,"From a single vineyard on flinty silex soil, this is a taut and concentrated wine. Its intensity is enhanced by the tense texture and powerful youthful acidity. At this stage, it is still young, still with its exuberant fruit. So wait to drink this wine until 2018.",Les Herses,93,57.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Alphonse Mellot 2014 Les Herses  (Sancerre),Sauvignon Blanc,Alphonse Mellot
31468,US,"Still quite young and showing some grapey fruit flavors, this second vintage release is bursting with purple fruit and chocolate malt flavors. Streaks of cola and a mineral-drenched finish add depth and texture.",Zéphirine,93,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Drouhin Oregon Roserock 2015 Zéphirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock
31471,US,"From the biodynamically farmed Momtazi vineyard, this adds layers of herb, pine, compost and forest floor components. Fruit is in the mix but is less prominent, giving way to those complex, earth-driven flavors, with a touch of citrus. It seems to give you more the more you give it your full attention.",Momtazi Vineyard,93,60.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Fullerton 2015 Momtazi Vineyard Pinot Noir (McMinnville),Pinot Noir,Fullerton
31476,France,"Originally planted by monks in the 12th century, this vineyard has produced an intensely herbaceous wine. Steely and crisp with grapefruit and gooseberry flavors, the wine's texture brings out the chalky soil. Still young, it will be better from 2018.",Les Vignes de Saint-Laurent l'Abbaye,92,22.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Chatelain 2015 Les Vignes de Saint-Laurent l'Abbaye  (Pouilly-Fumé),Sauvignon Blanc,Domaine Chatelain
31477,US,"Some of the region's oldest Dijon clone plantings are in this wine, done in a firm, classy style with little new wood apparent. With its crisp apple and citrus fruit and steely edge, it delivers plenty of flavor, a long, penetrating finish and the sense that it will age nicely for a decade at least.",Arthur,92,35.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Drouhin 2015 Arthur Chardonnay (Dundee Hills),Chardonnay,Domaine Drouhin
31473,US,"Cabernet Sauvignon makes up 85% of this wine, with the balance Syrah. Bright aromas of plum, cassis, spice, herb, green pepper, blackberry bud and smoke are followed by a fruit forward palate showing a lovely sense of texture, balance and tension, with graphite notes throughout. It's remarkably fruit-filled for a wine from this region.",The Lovers,92,97.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Cayuse 2014 The Lovers Cabernet Sauvignon-Syrah (Walla Walla Valley (OR)),Cabernet Sauvignon-Syrah,Cayuse
31480,Argentina,"Potent but integrated oak and blackberry aromas come with a note of licorice. This blend of Malbec, Cabernet Sauvignon and Cab Franc is blocky and almost collapses under its own weight. Herbal, spicy flavors of fresh mushroom, roasted plum and tomato are typical of Salta. It finishes full, saturated and a bit chunky. Drink through 2020.",Altimus,92,48.0,Other,Calchaquí Valley,,Michael Schachner,@wineschach,El Esteco 2013 Altimus Red (Calchaquí Valley),Red Blend,El Esteco
31483,France,"One of the wines produced to celebrate the family's 500-year history, this is intensely herbal, with taut and highly textured minerality. It tastes of the chalk soil with its zesty flavor, bursting out of the glass. Drink this still young wine from 2018.",L'Original,92,80.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Joseph Mellot 2015 L'Original  (Sancerre),Sauvignon Blanc,Joseph Mellot
31488,US,"This light- to medium-bodied wine delivers well-integrated strawberry preserve flavors, along with hazelnut, malt and milk chocolate highlights. It's smooth and well proportioned, and should drink well through 2023.",Shea Vineyard,92,65.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Penner-Ash 2015 Shea Vineyard Pinot Noir,Pinot Noir,Penner-Ash
31487,US,"This wine starts out quite locked up, with aromas of flowers, plum, dried herb, black pepper and mineral, showing more fruit expression than this area is often known for. The palate is on the lighter side of medium bodied, bringing a sense of elegance, sophistication and freshness.",La Paciencia Vineyard,92,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,No Girls 2014 La Paciencia Vineyard Syrah (Walla Walla Valley (OR)),Syrah,No Girls
31485,US,"Ripe and thick kirsch aromas meet with a minty chocolate lift on the nose of this bottling from one of the most important producers in Temecula, where the winery's influence is unparalleled. The warmer climate influence is dialed back expertly on the palate, allowing herb-laced black-plum and berry fruit to shine, decorated with lavender and bay leaf.",Signature Selection,92,95.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Leoness 2013 Signature Selection Syrah (Temecula Valley),Syrah,Leoness
31495,Spain,"Cherry aromas are firm and don't evolve much in the glass. This is intense on the palate, with strong acidity that lends tartness to sinewy plum and berry flavors. Minor accents of spice and toast finish with espresso bitterness. Drink through 2020.",Imperial Reserva,89,40.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 2007 Imperial Reserva  (Rioja),Tempranillo Blend,CVNE
31527,US,"A bit Porty, with raisiny flavors, but the finish is dry, and the tannins are nice and rich. Something about it brings to mind Cognac.",Lamanuzzi & Pantaleo Vineyard Gambono,84,20.0,California,Madera,Central Valley,,,Westbrook Wine Farm NV Lamanuzzi & Pantaleo Vineyard Gambono Red (Madera),Red Blend,Westbrook Wine Farm
31525,US,"Distinctly sugary, which gives the blackberries and cherries a jammy sweetness. But it's clean and crisp. For those who like this style, it's pretty good.",Victorian Claret,84,15.0,California,Lake County,,,,Guenoc 2007 Victorian Claret Red (Lake County),Bordeaux-style Red Blend,Guenoc
31539,US,"Made from 100% Merlot, this is a sort of junior, less expensive version of Blackbird's Illustration bottling. It's ripe in cherries and forward in smoky oak, with charred wood dominating the fruit. Feels simple and candy sweet in the mouth.",Arise,84,50.0,California,Napa Valley,Napa,,,Blackbird Vineyards 2006 Arise Red (Napa Valley),Bordeaux-style Red Blend,Blackbird Vineyards
31497,Spain,"Direct blackberry and cassis aromas are on the dark side and inviting. This feels fresh and a touch wiry, while flavors of vanilla, tobacco, brandied cherry and plum are traditional and true to the region. Finishing flavors of clove and spice run dry and toasty.",Reserva,89,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Finca del Marquesado 2006 Reserva  (Rioja),Tempranillo Blend,Finca del Marquesado
